Flow_ID,Client_IP_1,Client_IP_2,Client_IP_3,Client_IP_4,Client_IP,Client_Port,Server_IP_1,Server_IP_2,Server_IP_3,Server_IP_4,Server_IP,Server_Port,Transport,Start,End,Duration,Frames,Payload_Bytes,TCP_Flags,File_ID,Gannt_Chart
18,198,167,246,165,3332896421,17800,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,129,127103,  AP  F,1,
19,244,3,3,225,4093838305,1174,244,3,41,84,4093847892,23,TCP,12/17/2009 16:41,12/17/2009 16:44,03:39.,32,13058,  AP   ,1,
20,244,3,151,202,4093876170,12495,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1333,  AP SF,1,
21,244,3,151,202,4093876170,13246,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1173,  AP SF,1,
22,244,3,160,239,4093878511,40885,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1446,  AP SF,1,
23,244,3,160,239,4093878511,40886,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1286,  AP SF,1,
24,244,3,77,135,4093857159,1094,244,3,41,84,4093847892,23,TCP,12/17/2009 16:41,12/17/2009 16:45,04:50.,182,43377,  AP   ,1,
26,244,3,153,0,4093876480,3066,41,177,24,241,699472113,5222,TCP,12/17/2009 16:41,12/17/2009 16:45,04:24.,15,982,  AP   ,1,
27,41,177,3,224,699466720,50327,41,177,117,184,699495864,1618,TCP,12/17/2009 16:41,12/17/2009 16:46,04:55.,205,62738,  AP   ,1,
28,91,213,160,92,1540726876,41798,41,177,26,15,699472399,80,TCP,12/17/2009 16:41,12/17/2009 16:42,01:05.,4551,5639597,  AP  F,1,
33,244,3,79,66,4093857602,1623,41,177,98,220,699491036,7010,TCP,12/17/2009 16:41,12/17/2009 16:44,03:11.,44,8747,  AP   ,1,
35,77,197,210,122,1304810106,19257,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,21,11500,  APRS,1,
36,253,37,253,43,4247125291,446,253,160,251,90,4255185754,3499,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,344,220147,  AP  F,1,
37,244,3,153,48,4093876528,1175,41,177,24,241,699472113,5222,TCP,12/17/2009 16:41,12/17/2009 16:45,04:23.,11,370,  AP   ,1,
38,244,3,151,202,4093876170,7744,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1163,  AP SF,1,
39,244,3,160,239,4093878511,40887,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1276,  AP SF,1,
40,90,55,26,149,1513560725,10591,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:02.,58,40107,  AP SF,1,
42,244,3,153,30,4093876510,1160,41,177,24,241,699472113,5222,TCP,12/17/2009 16:41,12/17/2009 16:46,04:56.,20,1668,  AP   ,1,
43,244,3,41,84,4093847892,2626,244,3,31,67,4093845315,1592,TCP,12/17/2009 16:41,12/17/2009 16:46,04:56.,801,276113,  AP   ,1,
44,244,3,160,239,4093878511,40888,244,3,31,108,4093845356,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:02.,51,39367,  AP SF,1,
46,210,197,167,105,3536168809,3237,41,177,26,15,699472399,80,TCP,12/17/2009 16:41,12/17/2009 16:46,04:57.,11714,10166264,  AP   ,1,
47,244,3,34,61,4093846077,1065,244,3,41,84,4093847892,23,TCP,12/17/2009 16:41,12/17/2009 16:43,02:13.,54,15434,  AP   ,1,
48,194,66,204,111,3259157615,1101,244,3,41,84,4093847892,23,TCP,12/17/2009 16:41,12/17/2009 16:43,01:56.,14,4773,  AP   ,1,
55,244,3,153,34,4093876514,55974,41,177,3,145,699466641,443,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,57,25168,  APRSF,1,
56,244,3,210,254,4093891326,5900,41,177,244,177,699528369,56182,TCP,12/17/2009 16:41,12/17/2009 16:46,04:57.,1668,247099,  AP   ,1,
58,41,177,26,176,699472560,80,68,157,168,252,1151183100,57350,TCP,12/17/2009 16:41,12/17/2009 16:41,00:05.,28,11343,  AP  F,1,
59,244,3,210,254,4093891326,5900,41,177,244,185,699528377,51175,TCP,12/17/2009 16:41,12/17/2009 16:46,04:57.,1448,231261,  AP   ,1,
61,176,41,89,90,2955499866,80,244,3,160,239,4093878511,38410,TCP,12/17/2009 16:41,12/17/2009 16:42,00:54.,544,442919,  AP  F,1,
62,244,3,160,239,4093878511,80,68,33,164,161,1143055521,6807,TCP,12/17/2009 16:41,12/17/2009 16:42,00:54.,551,442919,  AP  F,1,
63,122,39,210,202,2049430218,49543,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:23.,31,9594,  AP SF,1,
64,168,82,241,192,2824008128,1911,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,15,7678,  APR F,1,
65,41,177,26,176,699472560,80,68,157,168,108,1151182956,59791,TCP,12/17/2009 16:41,12/17/2009 16:41,00:10.,62,18995,  AP  F,1,
66,41,177,26,15,699472399,80,77,197,210,231,1304810215,42571,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,154,137300,  APR  ,1,
70,244,3,153,34,4093876514,55975,41,177,3,145,699466641,443,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,42,16357,  APRSF,1,
71,253,37,253,43,4247125291,446,253,160,251,90,4255185754,3492,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,747,493588,  AP  F,1,
72,68,157,168,75,1151182923,42630,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:09.,102,32062,  AP  F,1,
73,244,3,151,202,4093876170,14377,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1149,  AP SF,1,
74,77,197,210,181,1304810165,31500,41,177,26,91,699472475,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,24,17795,  APRS,1,
75,244,3,151,202,4093876170,2741,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1148,  AP SF,1,
76,244,3,160,239,4093878511,40889,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1261,  AP SF,1,
77,244,3,160,239,4093878511,40890,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1260,  AP SF,1,
104,117,194,90,57,1975671353,5334,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,21,6617,  AP SF,1,
106,244,3,151,202,4093876170,4644,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1149,  AP SF,1,
107,244,3,151,202,4093876170,14920,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1150,  AP SF,1,
113,253,213,108,75,4258622539,2093,253,37,253,43,4247125291,23,TCP,12/17/2009 16:41,12/17/2009 16:44,03:35.,176,35169,  AP  F,1,
114,244,3,160,239,4093878511,40891,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1261,  AP SF,1,
115,244,3,160,239,4093878511,40892,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1262,  AP SF,1,
117,41,177,98,176,699490992,80,244,3,185,239,4093884911,3350,TCP,12/17/2009 16:41,12/17/2009 16:41,00:24.,357,326906,  AP  F,1,
118,244,3,185,239,4093884911,3353,41,177,98,176,699490992,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:20.,143,120543,  APRSF,1,
121,41,177,26,176,699472560,80,122,39,210,202,2049430218,9061,TCP,12/17/2009 16:41,12/17/2009 16:45,04:33.,6,8280,  AP   ,1,
124,244,3,151,202,4093876170,4834,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1099,  AP SF,1,
125,244,3,160,239,4093878511,40893,41,177,254,197,699530949,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1211,  AP SF,1,
126,41,151,113,41,697790761,64027,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,55,40032,  APR F,1,
128,68,157,168,102,1151182950,57424,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:12.,122,43963,  AP  F,1,
140,15,186,110,142,263876238,43320,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,34,13788,  AP SF,1,
145,41,177,241,254,699527678,3389,244,3,93,198,4093861318,1904,TCP,12/17/2009 16:41,12/17/2009 16:46,04:56.,594,5643,  AP   ,1,
146,77,197,128,64,1304789056,47449,41,177,26,15,699472399,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,157,133704,  APRS,1,
150,151,77,197,57,2538456377,3428,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,48,30158,  AP SF,1,
151,244,3,160,239,4093878511,40894,198,123,241,156,3330011548,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,40,29818,  AP SF,1,
154,176,41,89,121,2955499897,80,244,3,160,239,4093878511,39307,TCP,12/17/2009 16:41,12/17/2009 16:41,00:04.,65,48216,  AP  F,1,
155,244,3,160,239,4093878511,80,41,177,40,117,699476085,5908,TCP,12/17/2009 16:41,12/17/2009 16:41,00:04.,58,48216,  AP  F,1,
156,40,193,220,98,683793506,64016,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:42,01:02.,69,54033,  APR  ,1,
159,77,197,210,239,1304810223,41507,41,177,26,91,699472475,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,22,16065,  APRS,1,
163,244,3,160,239,4093878511,40895,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,14,5258,  AP SF,1,
165,41,177,26,176,699472560,80,77,197,210,80,1304810064,44567,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,16,10012,  APR  ,1,
177,244,3,93,177,4093861297,1115,41,177,98,220,699491036,7010,TCP,12/17/2009 16:41,12/17/2009 16:45,04:18.,72,7545,  AP   ,1,
183,253,116,108,186,4252265658,2188,253,37,253,43,4247125291,23,TCP,12/17/2009 16:41,12/17/2009 16:41,00:06.,14,2885,  AP   ,1,
184,41,177,26,176,699472560,80,77,197,210,160,1304810144,38440,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,16,9810,  APR  ,1,
195,77,197,210,122,1304810106,19607,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,20,11370,  APRS,1,
196,77,197,210,51,1304810035,17839,41,177,26,91,699472475,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,23,16750,  APRS,1,
200,41,106,176,15,694857743,28445,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:45,04:44.,98,4269,  AP   ,1,
203,253,180,253,142,4256497038,2202,253,37,253,43,4247125291,23,TCP,12/17/2009 16:41,12/17/2009 16:46,04:56.,92,13914,  AP   ,1,
212,241,82,197,177,4048733617,7492,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1065,  AP SF,1,
213,244,3,160,204,4093878476,31210,244,3,160,89,4093878361,443,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,3033,  AP SF,1,
214,67,119,211,204,1131926476,48991,41,177,26,91,699472475,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,20,9752,  AP SF,1,
215,198,167,246,165,3332896421,17850,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,3169,  AP SF,1,
216,244,3,79,197,4093857733,9069,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,89,55770,  AP SF,1,
217,244,3,160,239,4093878511,40896,82,242,98,98,1391616610,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,67,55545,  AP SF,1,
218,77,197,210,213,1304810197,24105,41,177,26,91,699472475,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,25,19369,  APRS,1,
219,244,3,160,239,4093878511,40897,122,248,218,77,2063129165,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,852,  AP SF,1,
221,194,66,167,18,3259148050,2764,244,3,41,84,4093847892,23,TCP,12/17/2009 16:41,12/17/2009 16:44,02:52.,35,7849,  AP   ,1,
223,122,39,210,202,2049430218,20431,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,17,5478,  AP SF,1,
228,253,176,164,161,4256212129,1539,253,37,253,43,4247125291,23,TCP,12/17/2009 16:41,12/17/2009 16:41,00:02.,10,2472,  AP   ,1,
229,151,77,197,57,2538456377,4365,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,1681,  AP SF,1,
230,244,3,160,239,4093878511,40898,198,123,241,156,3330011548,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1517,  AP SF,1,
231,198,167,246,165,3332896421,17860,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,5398,  AP SF,1,
233,198,167,246,165,3332896421,17862,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,48,38637,  AP SF,1,
234,198,167,246,165,3332896421,17863,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,41,31407,  AP SF,1,
235,198,167,246,165,3332896421,17864,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,35,29742,  AP SF,1,
236,41,177,26,176,699472560,80,77,197,210,128,1304810112,45489,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,20,9883,  APR  ,1,
237,244,3,79,224,4093857760,1410,41,177,98,220,699491036,7010,TCP,12/17/2009 16:41,12/17/2009 16:45,04:35.,56,20261,  AP   ,1,
239,41,177,3,224,699466720,39054,41,177,117,184,699495864,1606,TCP,12/17/2009 16:41,12/17/2009 16:46,04:55.,1062,459089,  AP   ,1,
247,253,160,251,90,4255185754,3508,253,37,253,43,4247125291,446,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,42,23239,  AP SF,1,
248,77,197,128,55,1304789047,34807,41,177,26,91,699472475,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,21,15760,  APRS,1,
250,117,194,90,57,1975671353,54802,244,3,160,239,4093878511,20480,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,6,240,  A    ,1,
251,41,106,176,15,694857743,47278,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:46,04:56.,116,5537,  AP   ,1,
256,40,193,220,98,683793506,63986,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:42,01:01.,76,60760,  APR  ,1,
259,244,3,79,197,4093857733,7027,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,12,1784,  AP SF,1,
260,244,3,160,239,4093878511,40899,82,242,98,98,1391616610,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1664,  AP SF,1,
263,77,197,210,186,1304810170,56844,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,22,11567,  APRS,1,
264,41,106,180,204,694858956,58774,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:46,04:55.,429,91840,  AP   ,1,
267,198,167,246,165,3332896421,17872,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,18,11162,  AP SF,1,
269,117,194,90,57,1975671353,6353,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,14,2092,  AP SF,1,
270,117,194,90,57,1975671353,15877,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,14,1948,  AP SF,1,
271,244,3,210,254,4093891326,52502,41,177,244,142,699528334,548,TCP,12/17/2009 16:41,12/17/2009 16:45,04:47.,52,426,  AP   ,1,
272,41,177,3,203,699466699,58381,41,177,3,224,699466720,1791,TCP,12/17/2009 16:41,12/17/2009 16:46,04:55.,255,83930,  AP   ,1,
277,242,64,224,220,4064338140,49350,41,177,98,176,699490992,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:44.,46,24370,  AP SF,1,
281,244,3,144,176,4093874352,3108,244,3,41,84,4093847892,23,TCP,12/17/2009 16:41,12/17/2009 16:41,00:08.,40,4732,  AP  F,1,
286,244,3,160,239,4093878511,40900,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,2336,  AP SF,1,
287,244,3,79,197,4093857733,8735,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1325,  AP SF,1,
288,244,3,160,239,4093878511,40901,82,242,98,98,1391616610,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1292,  AP SF,1,
289,41,177,26,176,699472560,80,77,197,210,106,1304810090,34858,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,18,9700,  APR  ,1,
290,244,3,160,239,4093878511,40902,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,2192,  AP SF,1,
292,117,194,90,57,1975671353,15770,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,14,1214,  AP SF,1,
293,117,194,90,57,1975671353,6691,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,14,1355,  AP SF,1,
303,77,197,210,122,1304810106,19910,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,20,11672,  APRS,1,
304,41,177,26,176,699472560,80,122,39,210,202,2049430218,3609,TCP,12/17/2009 16:41,12/17/2009 16:41,0:00:00,1,1380,  AP   ,1,
306,241,82,197,177,4048733617,6721,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,25,10797,  AP SF,1,
307,244,3,39,224,4093847520,52661,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:46,04:54.,60,990,  AP   ,1,
308,244,3,160,239,4093878511,40903,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1457,  AP SF,1,
309,244,3,160,239,4093878511,40904,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,1598,  AP SF,1,
313,41,106,180,77,694858829,1269,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:46,04:54.,60,990,  AP   ,1,
318,244,3,160,239,4093878511,40905,122,248,218,77,2063129165,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,22,10433,  AP SF,1,
321,41,177,3,224,699466720,50412,41,177,117,184,699495864,1613,TCP,12/17/2009 16:41,12/17/2009 16:46,04:55.,200,58280,  AP   ,1,
334,41,177,154,154,699505306,6183,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,175,109474,  AP SF,1,
335,244,3,160,239,4093878511,40906,188,68,72,38,3158591526,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:01.,125,108361,  AP SF,1,
337,41,177,75,241,699485169,2017,41,177,98,220,699491036,7030,TCP,12/17/2009 16:41,12/17/2009 16:42,01:08.,144,15550,  AP   ,1,
340,198,167,246,165,3332896421,17883,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,5261,  AP SF,1,
341,244,3,41,185,4093847993,1024,244,3,41,47,4093847855,1049,TCP,12/17/2009 16:41,12/17/2009 16:45,03:49.,44,13580,  AP   ,1,
342,244,3,41,185,4093847993,1024,244,3,41,120,4093847928,1032,TCP,12/17/2009 16:41,12/17/2009 16:45,03:49.,46,13588,  AP   ,1,
343,68,157,168,102,1151182950,63068,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:06.,44,10081,  AP SF,1,
344,41,177,31,94,699473758,49240,244,3,47,39,4093849383,3260,TCP,12/17/2009 16:41,12/17/2009 16:46,04:54.,297,9504,  AP   ,1,
348,41,177,3,224,699466720,48741,41,177,117,184,699495864,1607,TCP,12/17/2009 16:41,12/17/2009 16:46,04:51.,264,84607,  AP   ,1,
349,117,194,90,57,1975671353,10846,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,14,1238,  AP SF,1,
350,117,194,90,57,1975671353,8734,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,14,1206,  AP SF,1,
360,18,132,156,254,310680830,59370,41,177,98,176,699490992,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:21.,19,10934,  APRSF,1,
363,151,77,15,128,2538409856,1820,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:45,04:00.,35,5035,  AP   ,1,
367,90,55,26,149,1513560725,6191,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,1278,  AP SF,1,
368,244,3,160,239,4093878511,40907,244,3,31,108,4093845356,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1193,  AP SF,1,
370,244,3,160,239,4093878511,40908,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1481,  AP SF,1,
371,41,177,3,224,699466720,51255,41,177,117,184,699495864,1605,TCP,12/17/2009 16:41,12/17/2009 16:46,04:51.,269,88232,  AP   ,1,
372,244,3,160,239,4093878511,40909,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1449,  AP SF,1,
373,41,177,3,224,699466720,51281,41,177,117,184,699495864,1605,TCP,12/17/2009 16:41,12/17/2009 16:46,04:51.,266,88227,  AP   ,1,
377,41,106,180,77,694858829,47084,41,177,241,46,699527470,443,TCP,12/17/2009 16:41,12/17/2009 16:46,04:52.,62,1101,  AP   ,1,
379,90,55,26,149,1513560725,13329,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,1271,  AP SF,1,
380,117,194,90,57,1975671353,6021,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,2051,  AP SF,1,
382,41,177,3,203,699466699,58386,41,177,3,224,699466720,1791,TCP,12/17/2009 16:41,12/17/2009 16:46,04:55.,206,60450,  AP   ,1,
383,244,3,160,239,4093878511,40910,244,3,31,108,4093845356,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1186,  AP SF,1,
385,244,3,47,145,4093849489,2342,41,177,98,121,699490937,6389,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,375,  AP SF,1,
402,68,157,168,39,1151182887,43480,41,177,26,176,699472560,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:05.,33,11682,  AP SF,1,
404,90,55,26,149,1513560725,14534,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,1276,  AP SF,1,
405,244,3,160,239,4093878511,40911,244,3,31,108,4093845356,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1192,  AP SF,1,
408,198,167,246,165,3332896421,17893,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,3194,  AP SF,1,
409,198,167,246,165,3332896421,17894,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,2796,  AP SF,1,
410,198,167,246,165,3332896421,17895,244,3,210,197,4093891269,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,18,11573,  AP SF,1,
412,90,55,26,149,1513560725,12652,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1275,  AP SF,1,
414,244,3,160,239,4093878511,40912,244,3,31,108,4093845356,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1190,  AP SF,1,
415,151,77,192,83,2538455123,2337,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,7,1011,  APRS,1,
416,244,3,160,239,4093878511,40913,117,246,95,43,1979080491,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,10,1109,  AP SF,1,
417,244,3,160,239,4093878511,40914,40,248,176,156,687386780,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,13,2295,  AP SF,1,
420,41,177,3,224,699466720,51334,41,177,117,184,699495864,1618,TCP,12/17/2009 16:41,12/17/2009 16:46,04:51.,266,89064,  AP   ,1,
421,90,55,26,149,1513560725,11661,244,3,160,239,4093878511,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,9,1277,  AP SF,1,
423,41,177,3,224,699466720,51349,41,177,117,184,699495864,1618,TCP,12/17/2009 16:41,12/17/2009 16:46,04:51.,264,89059,  AP   ,1,
424,41,177,26,176,699472560,80,122,39,210,202,2049430218,60799,TCP,12/17/2009 16:41,12/17/2009 16:45,04:00.,5,6900,  AP   ,1,
425,244,3,160,239,4093878511,40915,244,3,31,108,4093845356,80,TCP,12/17/2009 16:41,12/17/2009 16:41,00:00.,11,1192,  AP SF,1,
