Flow_ID,Client_IP_1,Client_IP_2,Client_IP_3,Client_IP_4,Client_IP,Client_Port,Server_IP_1,Server_IP_2,Server_IP_3,Server_IP_4,Server_IP,Server_Port,Transport,Start,End,Duration,Frames,Payload_Bytes,TCP_Flags,File_ID,Gannt_Chart
42,244,3,160,239,4093878511,33227,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1678,  AP SF,1,
43,41,177,241,108,699527532,3389,244,3,93,198,4093861318,4112,TCP,12/17/2009 16:26,12/17/2009 16:31,05:45.,655,17943,  AP   ,1,
44,90,218,72,95,1524254815,15692,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1873,  AP SF,1,
45,244,253,127,211,4110254035,2231,244,3,210,197,4093891269,80,TCP,12/17/2009 16:26,12/17/2009 16:28,02:15.,146,118783,  APR  ,1,
46,117,219,119,201,1977317321,16191,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,17,5586,  AP SF,1,
47,90,218,72,95,1524254815,4611,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1444,  AP SF,1,
49,244,3,160,239,4093878511,33228,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1821,  AP SF,1,
52,244,3,210,90,4093891162,548,41,177,244,177,699528369,49192,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,134,1126,  AP   ,1,
53,244,3,210,90,4093891162,548,41,177,244,142,699528334,49225,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,132,1110,  AP   ,1,
55,244,3,160,248,4093878520,43507,41,177,26,193,699472577,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,50,35525,  AP SF,1,
56,244,3,160,239,4093878511,33229,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1391,  AP SF,1,
62,41,106,176,15,694857743,28445,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,126,5824,  AP   ,1,
65,41,177,26,176,699472560,80,77,197,128,225,1304789217,28287,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,15,11973,  APR  ,1,
66,48,244,75,47,821316399,7772,244,3,210,197,4093891269,80,TCP,12/17/2009 16:26,12/17/2009 16:27,01:31.,31,10652,  APR  ,1,
69,244,3,160,239,4093878511,33230,94,2,202,203,1577241291,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,15,5610,  AP SF,1,
70,244,3,210,254,4093891326,5900,41,177,244,177,699528369,56182,TCP,12/17/2009 16:26,12/17/2009 16:31,05:45.,2050,305878,  AP   ,1,
71,68,157,168,194,1151183042,65003,41,177,26,91,699472475,80,TCP,12/17/2009 16:26,12/17/2009 16:27,01:32.,20161,20854003,  APR F,1,
73,90,218,72,95,1524254815,7396,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,13,3610,  AP SF,1,
74,244,3,153,142,4093876622,50774,41,177,46,23,699477527,445,TCP,12/17/2009 16:26,12/17/2009 16:31,05:24.,30,1060,  AP   ,1,
76,244,3,153,142,4093876622,55497,244,3,176,68,4093882436,445,TCP,12/17/2009 16:26,12/17/2009 16:31,05:24.,35,1369,  AP   ,1,
77,244,3,210,254,4093891326,5900,41,177,244,185,699528377,51175,TCP,12/17/2009 16:26,12/17/2009 16:31,05:45.,1796,284252,  AP   ,1,
78,244,3,160,239,4093878511,33231,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,12,3559,  AP SF,1,
79,41,177,3,224,699466720,49020,41,177,117,184,699495864,1606,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,231,67842,  AP   ,1,
85,151,77,15,128,2538409856,1123,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:34.,75,1626,  AP   ,1,
86,90,218,72,95,1524254815,8471,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1894,  AP SF,1,
90,244,3,160,239,4093878511,33232,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1842,  AP SF,1,
91,41,177,241,254,699527678,3389,244,3,93,198,4093861318,1904,TCP,12/17/2009 16:26,12/17/2009 16:31,05:44.,690,6555,  AP   ,1,
92,41,177,26,176,699472560,80,15,186,110,142,263876238,60031,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,24,10505,  AP  F,1,
100,244,3,185,121,4093884793,1131,41,177,98,220,699491036,7010,TCP,12/17/2009 16:26,12/17/2009 16:27,01:11.,45,12985,  AP   ,1,
102,224,224,68,142,3772793998,2086,244,3,41,84,4093847892,23,TCP,12/17/2009 16:26,12/17/2009 16:28,02:48.,107,56696,  AP   ,1,
103,90,218,72,95,1524254815,6564,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,13,3154,  AP SF,1,
104,244,3,160,239,4093878511,33233,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,12,3103,  AP SF,1,
105,106,37,181,3,1780856067,55080,244,3,210,197,4093891269,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:05.,30,16291,  APR F,1,
110,90,218,72,95,1524254815,2737,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,10,1319,  AP SF,1,
111,90,218,72,95,1524254815,13695,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,10,1228,  AP SF,1,
113,90,218,72,95,1524254815,2956,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,15,5385,  AP SF,1,
119,244,3,160,239,4093878511,33234,92,188,204,106,1555876970,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,11,1299,  AP SF,1,
120,244,3,160,239,4093878511,33235,92,188,204,106,1555876970,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,11,1207,  AP SF,1,
122,244,3,160,239,4093878511,33236,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,15,5335,  AP SF,1,
123,41,177,31,94,699473758,49240,244,3,47,39,4093849383,3260,TCP,12/17/2009 16:26,12/17/2009 16:31,05:42.,5559,3999104,  AP   ,1,
124,41,177,116,254,699495678,3389,244,3,153,13,4093876493,1269,TCP,12/17/2009 16:26,12/17/2009 16:31,05:45.,1753,21045,  AP   ,1,
127,41,177,3,224,699466720,50327,41,177,117,184,699495864,1618,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,236,70539,  AP   ,1,
130,77,197,128,18,1304789010,39982,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,21,11678,  APRS,1,
134,77,197,128,108,1304789100,26837,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,21,11555,  APRS,1,
135,244,3,160,204,4093878476,8841,244,3,160,89,4093878361,443,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,13,3033,  AP SF,1,
151,41,177,26,176,699472560,80,77,197,128,64,1304789056,52663,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,22,14797,  APR  ,1,
155,77,197,128,225,1304789217,28395,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,22,11635,  APRS,1,
166,41,106,176,15,694857743,29201,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:33.,123,4638,  AP   ,1,
167,41,177,98,176,699490992,80,68,33,110,51,1143041587,40662,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,32,22529,  AP  F,1,
168,253,37,253,43,4247125291,23,253,213,108,254,4258622718,1711,TCP,12/17/2009 16:26,12/17/2009 16:29,03:16.,42,32918,  AP   ,1,
169,41,177,26,15,699472399,80,122,39,210,202,2049430218,65344,TCP,12/17/2009 16:26,12/17/2009 16:28,02:00.,3,4140,  A    ,1,
172,244,3,194,118,4093887094,1394,244,3,41,84,4093847892,23,TCP,12/17/2009 16:26,12/17/2009 16:31,05:39.,1305,805122,  AP   ,1,
173,253,37,253,43,4247125291,23,253,213,108,150,4258622614,1832,TCP,12/17/2009 16:26,12/17/2009 16:28,02:50.,108,62337,  AP   ,1,
179,244,3,160,239,4093878511,80,41,177,41,157,699476381,5763,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,7,391,  AP  F,1,
181,176,41,89,90,2955499866,80,244,3,160,239,4093878511,33132,TCP,12/17/2009 16:26,12/17/2009 16:31,05:43.,3399,2793051,  AP   ,1,
182,244,3,160,239,4093878511,80,68,33,164,161,1143055521,6607,TCP,12/17/2009 16:26,12/17/2009 16:31,05:43.,3431,2794363,  AP   ,1,
183,244,3,41,84,4093847892,2656,244,3,31,67,4093845315,1592,TCP,12/17/2009 16:26,12/17/2009 16:31,05:29.,193,63639,  AP   ,1,
184,244,3,41,84,4093847892,2652,244,3,31,67,4093845315,1592,TCP,12/17/2009 16:26,12/17/2009 16:31,05:16.,197,65724,  AP   ,1,
185,41,177,4,139,699466891,56207,244,3,41,84,4093847892,1522,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,47,12292,  APRSF,1,
186,68,33,110,51,1143041587,40663,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,11,1496,  AP SF,1,
190,68,33,110,51,1143041587,40664,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,12,2476,  AP SF,1,
191,68,33,110,51,1143041587,40665,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,12,3143,  AP SF,1,
192,68,33,110,51,1143041587,40666,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,23,12734,  AP SF,1,
193,68,33,110,51,1143041587,40667,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,15,6371,  AP SF,1,
195,41,106,176,15,694857743,40923,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:38.,219,15836,  AP   ,1,
208,41,106,176,15,694857743,47278,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:36.,183,22589,  AP   ,1,
209,41,106,176,15,694857743,33082,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:43.,124,5105,  AP   ,1,
215,244,3,41,84,4093847892,2626,244,3,31,67,4093845315,1592,TCP,12/17/2009 16:26,12/17/2009 16:31,05:36.,1268,427999,  AP   ,1,
216,41,177,56,138,699480202,2716,244,3,41,84,4093847892,23,TCP,12/17/2009 16:26,12/17/2009 16:26,00:04.,16,2981,  AP  F,1,
217,198,177,110,202,3333517002,52860,41,177,26,22,699472406,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:15.,9,971,  AP SF,1,
221,244,3,153,67,4093876547,1359,41,177,202,249,699517689,445,TCP,12/17/2009 16:26,12/17/2009 16:31,05:31.,2338,268277,  AP   ,1,
225,77,197,128,64,1304789056,53146,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,21,11494,  APRS,1,
231,77,197,128,18,1304789010,40135,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,21,11490,  APRS,1,
232,244,3,142,22,4093873686,1125,41,177,98,220,699491036,7010,TCP,12/17/2009 16:26,12/17/2009 16:26,00:44.,70,41944,  AP   ,1,
237,244,3,41,84,4093847892,2629,244,3,31,67,4093845315,1592,TCP,12/17/2009 16:26,12/17/2009 16:31,05:12.,98,26429,  AP   ,1,
355,253,37,253,43,4247125291,23,253,201,253,26,4257873178,2047,TCP,12/17/2009 16:26,12/17/2009 16:28,02:07.,5,2466,  AP   ,1,
358,244,3,34,55,4093846071,3888,244,3,31,40,4093845288,22,TCP,12/17/2009 16:26,12/17/2009 16:31,05:03.,18,576,  AP   ,1,
364,41,177,98,43,699490859,36601,41,177,26,155,699472539,8010,TCP,12/17/2009 16:26,12/17/2009 16:26,00:17.,22,3642,  AP SF,1,
367,164,247,105,218,2767677914,1506,41,177,26,15,699472399,80,TCP,12/17/2009 16:26,12/17/2009 16:31,05:06.,446,356800,  AP   ,1,
368,41,177,98,176,699490992,80,48,205,100,145,818766993,2572,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,6,829,  AP  F,1,
369,77,197,128,108,1304789100,27056,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,22,11887,  APRS,1,
371,85,186,40,192,1438263488,1810,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:02.,33,20730,  AP  F,1,
373,77,197,67,91,1304773467,63430,244,3,210,197,4093891269,443,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,203,227989,  APR  ,1,
376,41,177,3,224,699466720,40016,41,177,117,184,699495864,1607,TCP,12/17/2009 16:26,12/17/2009 16:31,05:31.,597,329511,  AP   ,1,
378,77,197,67,91,1304773467,63446,244,3,210,197,4093891269,443,TCP,12/17/2009 16:26,12/17/2009 16:26,00:21.,166,175774,  APR  ,1,
382,77,197,128,225,1304789217,28517,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,24,10298,  APRS,1,
386,48,205,100,145,818766993,2907,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:36.,74,57012,  AP SF,1,
391,77,197,128,118,1304789110,54580,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,22,11311,  APRS,1,
393,90,218,72,95,1524254815,7803,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1228,  AP SF,1,
394,244,3,160,239,4093878511,33237,92,188,204,106,1555876970,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,11,1207,  AP SF,1,
395,244,3,210,254,4093891326,19813,41,177,244,90,699528282,3965,TCP,12/17/2009 16:26,12/17/2009 16:31,05:21.,18,108,  AP   ,1,
397,90,218,72,95,1524254815,7211,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1228,  AP SF,1,
398,244,3,160,239,4093878511,33238,92,188,204,106,1555876970,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,11,1207,  AP SF,1,
408,15,186,110,142,263876238,60188,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:02.,22,9664,  AP SF,1,
412,41,177,26,176,699472560,80,122,39,210,202,2049430218,8291,TCP,12/17/2009 16:26,12/17/2009 16:26,0:00:00,1,1380,  AP   ,1,
415,41,177,3,203,699466699,58381,41,177,3,224,699466720,1791,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,298,98577,  AP   ,1,
421,77,197,128,223,1304789215,42376,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,19,11339,  APRS,1,
426,90,218,72,95,1524254815,11228,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1692,  AP SF,1,
431,244,3,160,239,4093878511,33239,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1640,  AP SF,1,
435,77,197,128,64,1304789056,53340,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,19,11364,  APRS,1,
437,90,218,72,95,1524254815,12931,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1926,  AP SF,1,
438,244,3,160,248,4093878520,43521,41,177,26,55,699472439,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:17.,22,10749,  AP SF,1,
440,244,3,160,239,4093878511,33240,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1874,  AP SF,1,
445,244,3,153,177,4093876657,1554,41,177,117,203,699495883,1632,TCP,12/17/2009 16:26,12/17/2009 16:31,05:41.,204,16932,  AP   ,1,
446,90,218,72,95,1524254815,15413,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,85,58485,  AP SF,1,
447,77,197,128,18,1304789010,40372,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,22,11866,  APRS,1,
449,244,3,160,239,4093878511,33241,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,69,58436,  AP SF,1,
452,244,3,142,57,4093873721,1884,41,177,98,220,699491036,7010,TCP,12/17/2009 16:26,12/17/2009 16:31,04:57.,207,147913,  AP   ,1,
457,41,106,176,15,694857743,21398,41,177,241,46,699527470,443,TCP,12/17/2009 16:26,12/17/2009 16:31,05:30.,126,5587,  AP   ,1,
458,244,3,153,186,4093876666,4790,41,177,24,241,699472113,5222,TCP,12/17/2009 16:26,12/17/2009 16:31,05:30.,14,518,  AP   ,1,
459,241,82,197,177,4048733617,62806,41,177,98,176,699490992,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:34.,113,57397,  AP SF,1,
464,41,177,3,224,699466720,48741,41,177,117,184,699495864,1607,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,288,91587,  AP   ,1,
465,41,177,3,224,699466720,50412,41,177,117,184,699495864,1613,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,232,67842,  AP   ,1,
468,105,144,38,253,1771054845,37410,41,177,26,15,699472399,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,10,903,  AP SF,1,
471,41,177,3,224,699466720,51255,41,177,117,184,699495864,1605,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,303,100323,  AP   ,1,
472,77,197,128,108,1304789100,27230,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:02.,26,10935,  APRS,1,
475,90,218,72,95,1524254815,15892,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,40,23217,  AP SF,1,
476,15,186,110,142,263876238,60252,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,42,25386,  AP SF,1,
477,41,177,3,224,699466720,51281,41,177,117,184,699495864,1605,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,303,100317,  AP   ,1,
478,244,3,160,239,4093878511,33242,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,33,23119,  AP SF,1,
485,244,3,77,218,4093857242,1214,244,3,210,254,4093891326,19813,TCP,12/17/2009 16:26,12/17/2009 16:31,05:21.,18,108,  AP   ,1,
487,244,3,210,254,4093891326,19813,244,3,106,254,4093864702,4227,TCP,12/17/2009 16:26,12/17/2009 16:31,05:21.,18,108,  AP   ,1,
494,41,177,40,92,699476060,16359,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,16,5249,  AP SF,1,
499,244,3,160,239,4093878511,33243,244,3,31,75,4093845323,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,14,4904,  AP SF,1,
501,41,177,3,203,699466699,58386,41,177,3,224,699466720,1791,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,237,70401,  AP   ,1,
506,41,177,40,92,699476060,11093,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1255,  AP SF,1,
508,244,3,160,239,4093878511,33244,244,3,31,75,4093845323,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,11,1212,  AP SF,1,
510,41,177,3,224,699466720,51349,41,177,117,184,699495864,1618,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,310,102963,  AP   ,1,
513,90,218,72,95,1524254815,11936,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1651,  AP SF,1,
514,41,177,40,92,699476060,2482,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,12,3322,  AP SF,1,
515,244,3,160,239,4093878511,33245,244,3,31,75,4093845323,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,13,3083,  AP SF,1,
516,244,3,199,164,4093888420,1347,41,177,98,220,699491036,7010,TCP,12/17/2009 16:26,12/17/2009 16:26,00:52.,54,8734,  AP   ,1,
517,244,3,160,239,4093878511,33246,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1599,  AP SF,1,
521,41,177,3,224,699466720,51334,41,177,117,184,699495864,1618,TCP,12/17/2009 16:26,12/17/2009 16:31,05:40.,308,102969,  AP   ,1,
523,90,218,72,95,1524254815,15177,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,22,11833,  AP SF,1,
525,77,197,128,106,1304789098,35540,41,177,26,176,699472560,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:02.,26,11644,  APRS,1,
526,41,177,26,176,699472560,80,77,197,128,155,1304789147,35496,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,17,11258,  APR  ,1,
527,244,3,160,239,4093878511,33247,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,21,11784,  AP SF,1,
528,68,157,15,122,1151143802,45693,41,177,26,46,699472430,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:06.,11,472,  AP SF,1,
532,244,3,241,92,4093899100,2543,244,3,41,84,4093847892,23,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,3,815,  AP   ,1,
533,90,218,72,95,1524254815,9767,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,16,5955,  AP SF,1,
534,90,218,72,95,1524254815,5442,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,12,1360,  AP SF,1,
535,90,218,72,95,1524254815,3081,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,45,33444,  AP SF,1,
536,90,218,72,95,1524254815,6201,244,3,160,239,4093878511,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,12,1360,  AP SF,1,
538,244,3,160,239,4093878511,33248,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,15,5883,  AP SF,1,
542,244,3,160,239,4093878511,33249,197,154,128,197,3315237061,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:00.,10,1286,  AP SF,1,
543,244,3,160,239,4093878511,33250,92,188,204,106,1555876970,80,TCP,12/17/2009 16:26,12/17/2009 16:26,00:01.,45,33405,  AP SF,1,
