Flow_ID,Client_IP_1,Client_IP_2,Client_IP_3,Client_IP_4,Client_IP,Client_Port,Server_IP_1,Server_IP_2,Server_IP_3,Server_IP_4,Server_IP,Server_Port,Transport,Start,End,Duration,Frames,Payload_Bytes,TCP_Flags,File_ID,Gannt_Chart
83,244,3,160,248,4093878520,46961,41,177,26,55,699472439,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:07.,24,10749,  AP SF,1,
84,41,177,26,176,699472560,80,68,157,168,98,1151182946,63776,TCP,12/17/2009 16:31,12/17/2009 16:31,00:08.,40,18260,  AP  F,1,
90,41,177,116,254,699495678,3389,244,3,153,13,4093876493,1269,TCP,12/17/2009 16:31,12/17/2009 16:35,03:59.,1705,94001,  APR F,1,
107,244,3,153,48,4093876528,1513,244,3,176,224,4093882592,445,TCP,12/17/2009 16:31,12/17/2009 16:37,05:34.,36,1272,  AP   ,1,
110,244,3,153,48,4093876528,1519,41,177,3,117,699466613,445,TCP,12/17/2009 16:31,12/17/2009 16:37,05:34.,36,1272,  AP   ,1,
116,77,197,128,251,1304789243,37492,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,19,11452,  APRS,1,
119,77,197,128,139,1304789131,47255,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,19,12166,  APRS,1,
124,41,106,176,15,694857743,56908,41,177,241,46,699527470,443,TCP,12/17/2009 16:31,12/17/2009 16:37,05:27.,1463,132774,  AP   ,1,
126,41,177,3,224,699466720,50327,41,177,117,184,699495864,1618,TCP,12/17/2009 16:31,12/17/2009 16:37,05:35.,235,71599,  AP   ,1,
127,41,177,3,224,699466720,52477,41,177,117,184,699495864,1618,TCP,12/17/2009 16:31,12/17/2009 16:35,04:05.,663,327781,  AP  F,1,
137,244,3,79,176,4093857712,1531,41,177,98,220,699491036,7010,TCP,12/17/2009 16:31,12/17/2009 16:37,05:27.,244,84108,  AP   ,1,
138,244,3,210,254,4093891326,19813,41,177,244,220,699528412,2860,TCP,12/17/2009 16:31,12/17/2009 16:37,05:19.,19,148,  AP   ,1,
151,41,177,3,145,699466641,443,244,3,153,34,4093876514,55712,TCP,12/17/2009 16:31,12/17/2009 16:32,00:31.,64,32255,  APR F,1,
160,41,177,26,176,699472560,80,77,197,128,204,1304789196,38333,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,19,10615,  APR  ,1,
171,41,177,3,117,699466613,445,244,3,153,24,4093876504,3350,TCP,12/17/2009 16:31,12/17/2009 16:37,05:24.,7,3,  A R  ,1,
173,244,3,160,239,4093878511,80,41,177,40,117,699476085,12808,TCP,12/17/2009 16:31,12/17/2009 16:31,00:02.,40,33151,  AP  F,1,
174,41,177,26,176,699472560,80,26,168,84,156,447239324,57147,TCP,12/17/2009 16:31,12/17/2009 16:32,00:26.,43,23914,  AP  F,1,
175,241,93,24,23,4049410071,36440,244,3,210,197,4093891269,80,TCP,12/17/2009 16:31,12/17/2009 16:33,02:07.,18,5240,  APRS,1,
176,241,93,24,23,4049410071,36441,244,3,210,197,4093891269,80,TCP,12/17/2009 16:31,12/17/2009 16:33,02:07.,18,8055,  APRS,1,
178,41,177,176,106,699510890,2615,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,20,7436,  AP SF,1,
179,244,3,160,239,4093878511,35484,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,17,7332,  AP SF,1,
181,41,177,31,94,699473758,49240,244,3,47,39,4093849383,3260,TCP,12/17/2009 16:31,12/17/2009 16:37,05:36.,339,10848,  AP   ,1,
183,193,77,145,67,3243086147,3727,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:40.,51,27203,  APRSF,1,
184,164,247,181,121,2767697273,1629,41,177,26,15,699472399,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:40.,132,103041,  AP  F,1,
185,15,186,110,142,263876238,58068,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:02.,22,12029,  AP SF,1,
195,41,177,121,241,699496945,1610,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:17.,58,22286,  AP SF,1,
199,77,197,128,31,1304789023,11854,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,21,11493,  APRS,1,
200,41,177,26,176,699472560,80,122,39,210,202,2049430218,53244,TCP,12/17/2009 16:31,12/17/2009 16:34,03:00.,4,5520,  AP   ,1,
214,41,177,176,106,699510890,9640,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,16,6402,  AP SF,1,
218,244,3,160,239,4093878511,35485,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,15,6323,  AP SF,1,
221,244,3,185,64,4093884736,1659,41,177,98,220,699491036,7020,TCP,12/17/2009 16:31,12/17/2009 16:37,05:26.,870,160522,  AP   ,1,
223,77,197,128,204,1304789196,38681,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,21,11824,  APRS,1,
224,122,39,210,202,2049430218,51787,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:02.,23,9931,  AP SF,1,
231,253,213,108,79,4258622543,1451,253,37,253,43,4247125291,23,TCP,12/17/2009 16:31,12/17/2009 16:35,04:09.,51,13675,  AP   ,1,
237,41,177,26,176,699472560,80,122,39,210,202,2049430218,47217,TCP,12/17/2009 16:31,12/17/2009 16:36,04:38.,6,8280,  AP   ,1,
239,26,168,84,156,447239324,57149,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:26.,85,49928,  AP SF,1,
241,26,168,84,156,447239324,57150,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:27.,16,2137,  AP SF,1,
243,26,168,84,156,447239324,57151,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:05.,28,10789,  APRS,1,
244,26,168,84,156,447239324,57152,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:26.,19,3507,  AP SF,1,
245,26,168,84,156,447239324,57153,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:26.,38,14743,  AP SF,1,
248,41,177,176,106,699510890,12419,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,18,6552,  AP SF,1,
251,41,177,176,106,699510890,15138,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,18,6168,  AP SF,1,
252,244,3,160,239,4093878511,35486,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,15,6448,  AP SF,1,
253,244,3,160,239,4093878511,35487,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,15,6064,  AP SF,1,
258,77,197,128,251,1304789243,37681,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,21,11389,  APRS,1,
261,77,197,128,164,1304789156,38589,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,20,11678,  APRS,1,
262,77,197,128,139,1304789131,47445,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,22,12305,  APRS,1,
283,181,181,217,193,3048593857,49198,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:20.,61,16375,  AP SF,1,
298,41,177,26,176,699472560,80,77,197,128,84,1304789076,34176,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,21,10068,  APR  ,1,
309,244,3,160,204,4093878476,2146,244,3,160,89,4093878361,443,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,13,3033,  AP SF,1,
311,77,197,128,31,1304789023,12036,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,19,11643,  APRS,1,
312,41,177,176,106,699510890,6780,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,30,14337,  AP SF,1,
313,244,3,160,239,4093878511,35488,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,24,14159,  AP SF,1,
324,90,218,72,95,1524254815,3463,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,52,32609,  AP SF,1,
325,41,177,176,106,699510890,13808,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,163,104156,  AP SF,1,
329,26,202,95,117,449470325,37513,41,177,26,15,699472399,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:21.,226,201271,  AP  F,1,
330,244,3,160,239,4093878511,35489,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,121,102929,  AP SF,1,
331,41,177,41,157,699476381,7905,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,45,23969,  AP SF,1,
333,244,3,160,239,4093878511,35490,244,3,31,75,4093845323,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,35,30705,  AP SF,1,
335,244,3,160,239,4093878511,35491,82,242,98,98,1391616610,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,35,23811,  AP SF,1,
337,41,177,194,186,699515578,1607,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:34.,70,46171,  AP SF,1,
341,41,177,3,203,699466699,58381,41,177,3,224,699466720,1791,TCP,12/17/2009 16:31,12/17/2009 16:37,05:35.,294,97864,  AP   ,1,
345,77,197,128,84,1304789076,34769,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,18,11491,  APRS,1,
347,41,177,176,106,699510890,13305,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,12,1547,  AP SF,1,
348,244,3,160,239,4093878511,35492,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,10,1452,  AP SF,1,
365,77,197,128,251,1304789243,37837,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,21,11659,  APRS,1,
366,77,197,128,204,1304789196,38868,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,20,11739,  APRS,1,
367,41,177,3,224,699466720,40016,41,177,117,184,699495864,1607,TCP,12/17/2009 16:31,12/17/2009 16:37,05:31.,613,335739,  AP   ,1,
377,68,157,168,91,1151182939,55213,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:29.,33,18393,  AP SF,1,
382,244,3,160,80,4093878352,443,244,3,153,48,4093876528,1818,TCP,12/17/2009 16:31,12/17/2009 16:36,04:47.,6,936,  AP  F,1,
387,253,160,251,79,4255185743,1152,253,37,253,43,4247125291,446,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,30,7501,  AP SF,1,
397,41,177,176,106,699510890,13045,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,12,1551,  AP SF,1,
398,41,177,3,224,699466720,50412,41,177,117,184,699495864,1613,TCP,12/17/2009 16:31,12/17/2009 16:37,05:35.,228,67144,  AP   ,1,
402,41,177,3,224,699466720,48741,41,177,117,184,699495864,1607,TCP,12/17/2009 16:31,12/17/2009 16:37,05:35.,301,99574,  AP   ,1,
407,77,197,128,164,1304789156,39059,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,22,11514,  APRS,1,
410,77,197,128,139,1304789131,47642,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,22,11853,  APRS,1,
412,41,177,26,176,699472560,80,122,39,210,202,2049430218,7860,TCP,12/17/2009 16:31,12/17/2009 16:36,05:05.,8,11040,  A    ,1,
413,90,218,72,95,1524254815,8818,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,10,5049,  APRS,1,
414,41,177,3,224,699466720,51255,41,177,117,184,699495864,1605,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,281,90243,  AP   ,1,
415,244,3,160,239,4093878511,35494,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,10,1456,  AP SF,1,
419,41,177,3,224,699466720,51281,41,177,117,184,699495864,1605,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,281,90238,  AP   ,1,
420,41,177,176,106,699510890,14002,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,19,8561,  AP SF,1,
421,244,3,160,239,4093878511,35495,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,18,8465,  AP SF,1,
431,41,177,3,203,699466699,58386,41,177,3,224,699466720,1791,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,231,68975,  AP   ,1,
432,244,3,185,119,4093884791,2486,41,177,98,220,699491036,7010,TCP,12/17/2009 16:31,12/17/2009 16:33,01:34.,55,10778,  AP   ,1,
434,128,231,127,197,2162655173,3671,41,177,98,143,699490959,8001,TCP,12/17/2009 16:31,12/17/2009 16:37,05:25.,419,227567,  AP   ,1,
435,77,197,128,31,1304789023,12285,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,19,11499,  APRS,1,
436,244,3,210,197,4093891269,80,41,177,244,241,699528433,4703,TCP,12/17/2009 16:31,12/17/2009 16:33,02:02.,1306,1146148,  AP  F,1,
437,90,218,72,95,1524254815,7546,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,13,7569,  APRSF,1,
438,41,177,176,106,699510890,12133,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,12,1375,  AP SF,1,
440,244,3,160,239,4093878511,35497,209,194,122,188,3519183548,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,10,1278,  AP SF,1,
441,41,177,3,224,699466720,51349,41,177,117,184,699495864,1618,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,286,94640,  AP   ,1,
444,41,177,3,224,699466720,51334,41,177,117,184,699495864,1618,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,286,94645,  AP   ,1,
450,122,39,210,202,2049430218,43758,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,21,8886,  APRSF,1,
451,77,197,128,84,1304789076,35026,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:02.,45,32414,  APRS,1,
452,41,177,244,142,699528334,49225,244,3,210,90,4093891162,548,TCP,12/17/2009 16:31,12/17/2009 16:37,05:23.,120,1008,  AP   ,1,
453,244,3,79,215,4093857751,1806,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:16.,69,44829,  AP SF,1,
455,244,3,41,84,4093847892,23,244,3,77,18,4093857042,2493,TCP,12/17/2009 16:31,12/17/2009 16:36,04:39.,306,85660,  AP   ,1,
457,41,177,98,143,699490959,8001,186,45,149,67,3123549507,1919,TCP,12/17/2009 16:31,12/17/2009 16:33,02:01.,99,12109,  AP   ,1,
461,244,3,153,142,4093876622,49633,41,177,31,98,699473762,22,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,549,153336,  AP   ,1,
465,77,197,128,167,1304789159,45800,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:02.,23,10718,  APRS,1,
470,244,3,84,197,4093859013,1514,41,177,98,220,699491036,7030,TCP,12/17/2009 16:31,12/17/2009 16:35,04:05.,549,294589,  AP   ,1,
472,77,197,128,251,1304789243,38044,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,20,12207,  APRS,1,
473,77,197,128,204,1304789196,39099,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,22,11603,  APRS,1,
485,244,3,153,177,4093876657,1554,41,177,117,203,699495883,1632,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,200,16602,  AP   ,1,
487,77,197,128,46,1304789038,27056,41,177,26,15,699472399,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:00.,7,590,  APRS,1,
490,151,77,15,152,2538409880,49420,41,177,241,46,699527470,443,TCP,12/17/2009 16:31,12/17/2009 16:37,05:33.,70,1155,  AP   ,1,
491,77,197,128,139,1304789131,47841,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,18,11670,  APRS,1,
495,244,3,153,33,4093876513,1707,41,177,24,241,699472113,5222,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,14,518,  AP   ,1,
496,26,202,95,117,449470325,43845,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,27,10997,  APRSF,1,
497,253,160,251,90,4255185754,2320,253,37,253,43,4247125291,446,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,365,231798,  AP SF,1,
504,219,72,246,202,3678992074,15425,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:25.,103,84726,  AP SF,1,
505,41,177,26,176,699472560,80,161,51,149,150,2704512406,3338,TCP,12/17/2009 16:31,12/17/2009 16:31,00:02.,24,16145,  APR  ,1,
507,77,197,128,31,1304789023,12500,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,19,11377,  APRS,1,
508,41,177,40,117,699476085,3532,244,3,160,239,4093878511,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,15,5501,  AP SF,1,
510,77,197,128,164,1304789156,39653,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,22,12684,  APRS,1,
511,244,3,153,197,4093876677,50343,41,177,3,145,699466641,443,TCP,12/17/2009 16:31,12/17/2009 16:32,00:18.,24,3787,  APRSF,1,
512,244,3,79,219,4093857755,1620,41,177,98,220,699491036,7030,TCP,12/17/2009 16:31,12/17/2009 16:37,05:09.,92,9425,  AP   ,1,
516,244,3,199,51,4093888307,1154,41,177,98,220,699491036,7010,TCP,12/17/2009 16:31,12/17/2009 16:37,05:11.,48,12145,  AP   ,1,
520,41,177,3,224,699466720,47468,41,177,117,184,699495864,1610,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,299,98876,  AP   ,1,
522,77,197,128,204,1304789196,39256,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,20,11626,  APRS,1,
524,77,197,128,180,1304789172,19203,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,20,11788,  APRS,1,
525,244,3,160,239,4093878511,35498,176,41,89,121,2955499897,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,16,5387,  AP SF,1,
529,219,72,246,202,3678992074,15429,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:25.,16,4435,  AP SF,1,
530,219,72,246,202,3678992074,15430,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:25.,42,29635,  AP SF,1,
531,41,177,3,224,699466720,50396,41,177,117,184,699495864,1610,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,225,66446,  AP   ,1,
532,67,119,211,204,1131926476,36047,41,177,26,91,699472475,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,30,17665,  AP SF,1,
536,77,197,128,251,1304789243,38183,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,18,11624,  APRS,1,
539,41,177,3,224,699466720,51186,41,177,117,184,699495864,1606,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,281,90146,  AP   ,1,
543,244,3,79,215,4093857751,1809,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:15.,40,20383,  AP SF,1,
546,77,197,128,139,1304789131,48124,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:04.,23,13067,  APRS,1,
547,41,177,3,224,699466720,51236,41,177,117,184,699495864,1613,TCP,12/17/2009 16:31,12/17/2009 16:37,05:30.,285,94196,  AP   ,1,
552,77,197,128,31,1304789023,12646,41,177,26,176,699472560,80,TCP,12/17/2009 16:31,12/17/2009 16:31,00:01.,20,11951,  APRS,1,
553,41,177,24,241,699472113,5222,244,3,153,142,4093876622,51016,TCP,12/17/2009 16:31,12/17/2009 16:37,05:08.,40,8941,  AP   ,1,
554,41,177,3,203,699466699,36735,41,177,3,224,699466720,1791,TCP,12/17/2009 16:31,12/17/2009 16:37,05:31.,579,337974,  AP   ,1,
560,41,177,98,43,699490859,36834,41,177,26,155,699472539,8010,TCP,12/17/2009 16:31,12/17/2009 16:32,00:17.,22,3266,  AP SF,1,
561,249,108,106,18,4184631826,60612,41,177,98,176,699490992,80,TCP,12/17/2009 16:31,12/17/2009 16:32,00:34.,181,140692,  AP SF,1,
